FName,LName,AreaCode,Phone,City,State,Zip,MaritalStatus,HasChild,Salary,Rate,SingleExemp,ChildExemp
Zahava,Ali, 815,142-1340,NILES,IL,60714,M,N,77000,3.0,0,0
Aantony,Buzzard, 508,179-1165,NEW BEDFORD,MA,02744,M,Y,20000,5.3,0,1000
Xiaofei,Ginzberg, 253,197-1524,WEST RICHLAND,WA,99353,S,Y,60500,0.0,0,0
Sebastien,Yemeni, 301,132-1118,GERMANTOWN,MD,20874,M,N,40500,4.75,0,0
Deene,Svirbely, 262,100-1047,SAND CREEK,WI,54765,S,N,53000,5.367286,700,0
Ulrike,Piel, 231,134-1208,MC MILLAN,MI,49853,S,N,50000,3.9,3100,0
Kerhong,Arruda, 619,197-1808,BAKERSFIELD,CA,93383,M,Y,27000,5.8823113,0,272
Ottavia,Luttermann, 262,158-1047,ODANAH,WI,54861,S,Y,25000,4.880782,700,400
Tricia,Mills, 781,110-1266,NORTH UXBRIDGE,MA,01538,S,N,65500,5.3,3575,0
Vyjayanti,Murtaugh, 240,144-1652,SILVER SPRING,MD,20908,M,Y,74500,4.75,0,2400
Gonzalo,Bentzien, 316,179-1457,HOME,KS,66438,M,Y,16000,3.6966667,0,2250
Yasemin,Shimura, 305,171-1426,MIAMI,FL,33134,M,N,41500,0.0,0,0
Shailesh,Herberle, 939,142-2047,PONCE,PR,00730,M,Y,43500,0.0,0,0
Alexei,Cejtlin, 316,150-1727,FORD,KS,67842,S,N,11000,3.5,2250,0
Phuoc,Monkewich, 307,121-1499,DOUGLAS,WY,82633,M,N,86500,0.0,0,0
Manzur,Deyuan, 715,190-1543,MANITOWOC,WI,54220,M,Y,6500,4.6,0,400
Nanning,Bruno, 203,176-1017,EAST HARTFORD,CT,06108,M,N,28500,5.0,0,0
Woody,Eliens, 608,146-1530,BARRONETT,WI,54813,S,Y,61500,5.514975,700,400
Lorinda,Achugbue, 508,105-1203,MARBLEHEAD,MA,01945,M,N,53000,5.3,0,0
Masami,Pigeon, 860,166-1438,FALLS VILLAGE,CT,06031,M,Y,94000,5.0,0,0
Susuma,Orlandi, 947,156-1536,LAWTON,MI,49065,M,Y,54500,3.9,0,3100
Souji,Kohlhase, 808,110-2002,J B P H H,HI,96853,S,Y,68500,8.25,1040,1040
Sadaki,Abelha, 240,156-1610,POCOMOKE CITY,MD,21851,M,N,47000,4.75,0,0
Choonsik,Aha, 802,192-1716,STAMFORD,VT,05352,M,N,52500,4.0496373,0,0
Alastair,Monnard, 401,199-1613,HARRISVILLE,RI,02830,M,Y,99000,0.0,0,0
Haruhisa,Mehlenbacher, 906,193-1496,ALBION,MI,49224,M,N,60000,3.9,0,0
Selahattin,Chytil, 410,161-1209,ELLICOTT CITY,MD,21041,S,N,38000,4.75,2400,0
Oleg,Mewes, 208,117-1243,PIERCE,ID,83546,M,N,95500,7.8,0,0
Lofti,Annot, 918,114-2007,SAPULPA,OK,74067,M,N,12500,6.25,0,0
Thucydides,Kriplani, 509,163-1806,DOTY,WA,98539,S,Y,95500,0.0,0,0
Rami,Yonezawa, 406,147-1021,BOZEMAN,MT,59719,M,N,84500,6.9,0,0
Fulong,Shrader, 406,122-1274,PLENTYWOOD,MT,59254,M,Y,92000,6.9,0,1900
Iris,Dunne, 972,171-1947,EL PASO,TX,88547,M,Y,39000,0.0,0,0
Ludo,Eidelson, 701,157-1341,DUNN CENTER,ND,58626,S,Y,75000,2.6251287,3300,3300
Reima,Yanike, 719,164-2086,GOLDEN,CO,80419,M,Y,85000,4.63,0,0
Hoewon,Krawitz, 901,140-1186,PRIMM SPRINGS,TN,38476,M,N,36000,0.0,0,0
Benet,Hartvigsen, 919,146-1099,SHAWBORO,NC,27973,M,N,94500,7.715035,0,0
Wilfredo,Farkh, 303,157-1040,COLORADO SPRINGS,CO,80921,S,N,42000,4.63,0,0
Barradas,Cat, 225,143-1353,RAYVILLE,LA,71269,S,Y,75500,6.0,4500,1000
Amante,Hatkanagalekar, 732,158-1144,EAST ORANGE,NJ,07019,S,Y,18500,1.4,1000,1500
Bernold,Goda, 339,165-1290,JEFFERSON,MA,01522,S,Y,83000,5.3,3575,1000
Elan,Wossner, 256,170-1795,VINEMONT,AL,35179,S,Y,11000,5.0,1500,300
Takaichi,Suter, 402,147-1926,COMSTOCK,NE,68828,S,N,64000,6.84,103,0
Winnie,Kniesel, 706,172-1382,RAYLE,GA,30660,M,Y,90500,6.0,0,3000
Upender,Winkels, 312,160-1475,PALATINE,IL,60094,M,Y,58500,3.0,0,2000
Marios,Guttman, 571,115-1241,RICHMOND,VA,23225,S,N,76000,5.75,900,0
Toramatsu,Cristoforetti, 307,187-2011,ALCOVA,WY,82620,S,N,90000,0.0,0,0
Matjazc,Start, 202,179-1113,WASHINGTON,DC,20006,S,N,50500,9.0,1370,0
Shalab,Praus, 406,179-1950,HUNGRY HORSE,MT,59919,S,N,30500,6.9,1900,0
Luiza,Spitz, 814,163-1271,WEST WILLOW,PA,17583,M,N,55500,3.07,0,0
Gudmund,Kontovasilis, 510,172-1412,POSEY,CA,93260,M,Y,87500,9.3,0,272
Yudell,Serrano, 508,144-1187,MALDEN,MA,02148,M,Y,91500,5.3,0,1000
Kiyokazu,Monnard, 785,105-1821,WICHITA,KS,67277,S,Y,77500,6.45,2250,2250
Syunsuke,Banerji, 410,175-1288,BOONSBORO,MD,21713,M,Y,99500,4.75,0,2400
Joost,Zajak, 623,142-1283,WHITE MOUNTAIN LAKE,AZ,85912,S,N,73500,3.85425,2100,0
Zhensheng,Kneece, 701,131-1474,WOODWORTH,ND,58496,S,N,34000,2.1498466,3300,0
Constance,Olivo, 815,191-1961,CHICAGO,IL,60661,S,Y,56000,3.0,2000,2000
Vesa,Deves, 435,149-1143,SALT LAKE CITY,UT,84108,M,Y,67000,7.0,0,2475
Yvonne,Agnew, 702,152-1401,LAS VEGAS,NV,89148,S,N,80500,0.0,0,0
Bastien,Rais, 939,197-2097,HUMACAO,PR,00791,S,Y,53000,0.0,0,0
Ahish,Callaway, 252,126-2091,RALEIGH,NC,27675,S,N,59500,6.980769,3300,0
Nari,Miranker, 662,118-1129,VICKSBURG,MS,39182,S,N,7500,4.0,6000,0
Angus,Kuninobu, 269,157-1545,ALGER,MI,48610,M,Y,73000,3.9,0,3100
Sieu,Rijn, 319,192-1047,CLARE,IA,50524,M,Y,64500,8.98,0,40
Naohisa,Thollembeck, 334,146-1807,FLORALA,AL,36442,M,N,96000,5.0,0,0
Xiaohu,Kelleghan, 774,112-1042,NONANTUM,MA,02495,M,Y,31500,5.3,0,1000
Sidd,McCrossin, 414,156-1758,MOUNT HOPE,WI,53816,M,N,93000,6.062292,0,0
Yunyao,Truscott, 302,155-1382,HARTLY,DE,19953,M,Y,53500,5.506818,0,110
Itaru,Schieder, 304,169-1769,SAULSVILLE,WV,25876,M,Y,4000,3.0,0,2000
Nong,Ranka, 857,111-1970,GRANBY,MA,01033,M,Y,6000,5.3,0,1000
Ziming,Sramek, 913,177-1381,CHERRYVALE,KS,67335,M,Y,43500,6.45,0,2250
Jayanth,Willcock, 802,187-1898,WESTMINSTER,VT,05158,S,N,74500,4.4873376,3300,0
Naoyuki,Burtschick, 574,177-1540,NORTH SALEM,IN,46165,M,N,88000,3.4,0,0
Jano,Mundy, 939,186-1590,ROSARIO,PR,00636,S,N,43000,0.0,0,0
Andres,Reim, 408,139-2091,RIMFOREST,CA,92378,S,N,70000,9.3,87,0
Shooying,Justo, 423,112-1918,BRISTOL,TN,37625,S,Y,79000,0.0,0,0
Theodoros,Terziyan, 208,121-1482,NAMPA,ID,83651,S,N,75500,7.8,3300,0
Danny,Sahnmugasundaram, 401,120-1564,COVENTRY,RI,02816,S,N,51000,0.0,0,0
Joosun,Karsai, 435,128-2062,MAPLETON,UT,84664,S,Y,20500,7.0,2475,2475
Albrecht,Meysembourg, 913,126-1338,LECOMPTON,KS,66050,S,N,61000,6.45,2250,0
Mordechai,Riccone, 231,143-1834,UTICA,MI,48318,S,N,84000,3.9,3100,0
Niranjani,Tuecke, 808,180-2010,HONOLULU,HI,96805,S,N,76500,8.25,1040,0
Eileen,Streit, 660,111-1040,LINNEUS,MO,64653,S,N,92500,6.0,2100,0
Swaminathan,Wenban, 202,118-1465,WASHINGTON,DC,20350,S,N,56000,9.0,1370,0
Enrique,Philcox, 401,132-1079,CRANSTON,RI,02920,M,Y,79000,0.0,0,0
Roderick,Oizhong, 862,112-1138,PATERSON,NJ,07522,S,N,5500,1.4,1000,0
Abdesselam,Artosi, 801,171-1170,ROCKVILLE,UT,84763,S,Y,51500,7.0,2475,2475
Justinian,Felice, 201,119-2085,NORMANDY BEACH,NJ,08739,S,N,42000,1.7469583,1000,0
Ronaldo,Hansmann, 860,170-1901,NEW HAVEN,CT,06540,M,Y,83000,5.0,0,0
Daniel,Augusteijn, 484,179-1098,PHILADELPHIA,PA,19255,S,Y,61500,3.07,0,0
Sajal,Usery, 518,165-1880,HARRISVILLE,NY,13648,M,Y,83000,4.434451,0,1000
Koji,Liggesmeyer, 918,185-1778,LEONARD,OK,74043,M,Y,32500,6.25,0,1000
Devika,Cousineau, 480,181-1049,PHOENIX,AZ,85007,S,N,20000,3.0249999,2100,0
Mitsunori,Hilburn, 660,135-1912,AMAZONIA,MO,64421,M,Y,93000,6.0,0,1200
Fong,Schaft, 541,179-1058,UKIAH,OR,97880,M,N,16500,9.0,0,0
Oya,Rodier, 787,199-1485,RIO BLANCO,PR,00744,M,N,18500,0.0,0,0
Jans,Skawa, 224,136-1557,POPLAR GROVE,IL,61065,S,N,99000,3.0,2000,0
Jayanti,Phua, 402,122-1726,BRULE,NE,69127,S,Y,70500,6.84,103,103
Geraldine,Merkl, 605,196-1211,SIOUX FALLS,SD,57188,S,N,47000,0.0,0,0
Alfried,Ilgun, 414,105-1776,ASHIPPUN,WI,53003,M,Y,88500,5.9841037,0,400
Weizhen,Grogono, 480,120-2043,SURPRISE,AZ,85387,S,Y,90000,4.11,2100,2300
Hiromitsu,Assaad, 316,180-1365,CAMBRIDGE,KS,67023,M,Y,30500,6.45,0,2250
Etsuo,Pichetti, 507,155-1411,MOOSE LAKE,MN,55767,S,N,55000,7.1904483,3300,0
Steinar,Nourani, 337,175-1328,CHOUDRANT,LA,71227,S,N,8000,2.0,4500,0
Kazuaki,Falin, 251,112-1690,WILTON,AL,35187,S,N,81500,5.0,1500,0
Bogdan,Hegron, 419,109-1804,PARKMAN,OH,44080,M,Y,99000,3.8323178,0,1300
Ulrich,Daladier, 203,147-1661,WESTON,CT,06883,S,N,12000,5.0,12750,0
Bryant,Taubner, 787,160-1488,LUQUILLO,PR,00773,S,Y,56000,0.0,0,0
Arani,Pilouk, 216,175-1439,CINCINNATI,OH,45231,M,N,6000,0.7451949,0,0
Jayne,Paradinas, 956,104-2018,HARLINGEN,TX,78550,M,N,55500,0.0,0,0
Klaus,Reuter, 203,198-2061,HARTFORD,CT,06199,M,N,13000,5.0,0,0
Golgen,Ziavras, 301,171-1759,WINGATE,MD,21675,S,N,31000,4.75,2400,0
Baltasar,Borning, 240,192-1380,BALTIMORE,MD,21280,M,Y,89500,4.75,0,2400
Felip,Hintermaier, 303,180-1658,STEAMBOAT SPRINGS,CO,80477,S,Y,17000,4.63,0,0
Meyer,Champarnaud, 918,151-1763,FORGAN,OK,73938,M,Y,27500,6.25,0,1000
Ambros,Eby, 252,105-1138,ASHEVILLE,NC,28805,S,Y,72500,7.253496,3300,3300
Reini,Miara, 757,195-1726,SANDY LEVEL,VA,24161,M,Y,34000,5.75,0,900
Roded,Button, 239,157-1668,LAUREL HILL,FL,32567,S,N,52500,0.0,0,0
Thore,Cheiney, 303,158-1389,JULESBURG,CO,80737,M,N,52000,4.63,0,0
Lip,Lenders, 571,129-1498,EGGLESTON,VA,24086,M,Y,74500,5.75,0,900
Grigoris,Madanlal, 228,117-1413,PRENTISS,MS,39474,M,N,21500,5.0,0,0
Geppino,Buchberger, 787,129-1360,SALINAS,PR,00751,M,Y,63500,0.0,0,0
Parameswaran,Tiemann, 907,157-1340,MOOSE PASS,AK,99631,S,Y,82500,0.0,0,0
Boris,Mattmann, 406,180-1903,BILLINGS,MT,59105,S,N,52500,6.9,1900,0
Ella,Kanj, 770,172-1176,VALDOSTA,GA,31603,S,N,95500,6.0,2700,0
Ehsan,Marotta, 901,114-1256,MILLEDGEVILLE,TN,38359,M,Y,36000,0.0,0,0
Flaminia,Klyachko, 864,141-1699,DARLINGTON,SC,29532,M,N,53000,7.0,0,0
Zamir,Figueiredo, 816,175-1075,CORDER,MO,64021,M,Y,66000,6.0,0,1200
Subhrajit,Koutnik, 858,178-1403,OXNARD,CA,93033,M,Y,8000,1.3968457,0,272
Fytton,Gaughan, 505,143-1393,RIO RANCHO,NM,87124,S,N,97000,5.3,3300,0
Stein,Roddick, 310,122-1373,SACRAMENTO,CA,95825,S,Y,35000,7.7709284,87,272
Dipak,Inuo, 603,195-1551,WHITEFIELD,NH,03598,S,Y,68000,0.0,0,0
Kuldar,Deogun, 802,122-2061,WILMINGTON,VT,05363,S,Y,23500,3.6,3300,3300
Mohamad,Wagle, 330,133-1676,LANSING,OH,43934,S,N,66500,2.7534847,1300,0
Dustin,Rawn, 207,120-1115,FREEPORT,ME,04033,M,N,63000,8.5,0,0
Edvard,Greco, 603,178-1669,MADBURY,NH,03823,M,N,14000,0.0,0,0
Jama,Iwaihara, 804,117-1268,AMMON,VA,23822,M,N,49500,5.75,0,0
Paddy,Bau, 334,100-1478,DEMOPOLIS,AL,36732,S,N,29500,5.0,1500,0
Zhonghui,Enciso, 859,113-1532,KUTTAWA,KY,42055,S,N,38000,3.9444444,20,0
Gershon,Rubin, 787,148-1219,VEGA BAJA,PR,00694,M,Y,23000,0.0,0,0
Pascale,Bandat, 574,150-1285,EVANSVILLE,IN,47736,M,N,37000,3.4,0,0
Rae,Alhajj, 207,184-1581,NORTH TURNER,ME,04266,S,N,33000,8.5,2850,0
Shigehito,Sandoe, 435,138-1982,MILLVILLE,UT,84326,M,Y,73000,7.0,0,2475
Ransom,Bestgen, 774,171-1142,ELMWOOD,MA,02337,S,Y,37500,5.3,3575,1000
Juraj,Melhart, 607,150-1251,ALBANY,NY,12212,S,Y,45000,4.2143292,0,1000
Brigitta,Gluch, 401,130-1479,BLOCK ISLAND,RI,02807,S,N,1500,0.0,0,0
Fatos,Coppo, 520,192-2076,CHINO VALLEY,AZ,86323,S,Y,57500,3.6062498,2100,2300
Chihming,Gronowski, 870,115-1364,CORNING,AR,72422,S,Y,83000,7.0,20,20
Edleno,Diday, 201,153-1725,VINELAND,NJ,08360,S,N,50000,1.873125,1000,0
Muckai,Formenti, 401,115-1030,WEST GREENWICH,RI,02817,M,Y,63000,0.0,0,0
Vincenzo,Pedersen, 802,138-1776,GLOVER,VT,05839,M,N,54000,4.0794806,0,0
Lakhdar,Linnell, 701,108-2022,CENTER,ND,58530,M,N,16500,2.1,0,0
Shair,Beninger, 614,137-1181,TOLEDO,OH,43667,M,N,3500,0.712,0,0
Hyun,Lvov, 336,144-1884,PEMBROKE,NC,28372,M,Y,49000,6.7604895,0,3300
Johny,Joseloff, 307,191-1661,OTTO,WY,82434,M,N,95000,0.0,0,0
Danijela,Sleeman, 313,108-1010,LA SALLE,MI,48145,S,N,23500,3.9,3100,0
Mas,Volzer, 414,144-1113,MILWAUKEE,WI,53268,M,N,41000,5.1587844,0,0
Manikya,Fayolle, 435,123-1789,PARADISE,UT,84328,S,N,93500,7.0,2475,0
Changhwan,Skafidas, 928,123-1373,PARKER,AZ,85344,M,N,17500,2.98625,0,0
Alejandra,Garratt, 701,115-1118,PAGE,ND,58064,M,N,93500,2.8395853,0,0
Xua,Halpern, 978,116-1574,SOUTH CARVER,MA,02366,S,Y,38000,5.3,3575,1000
Ramya,Vanwelkenhuysen, 702,151-2023,LAS VEGAS,NV,89102,M,Y,16500,0.0,0,0
Orit,Pietra, 213,165-1841,SAN JOSE,CA,95194,M,N,18500,3.875656,0,0
Marti,Fouquere, 228,134-1470,PACHUTA,MS,39347,M,N,59000,5.0,0,0
Kyhyun,Stille, 763,114-1432,DONNELLY,MN,56235,S,N,2500,5.35,3300,0
Marisela,Wahls, 406,169-1140,JOPLIN,MT,59531,M,Y,82500,6.9,0,1900
Shlomit,Bekesi, 939,194-1136,SAN JUAN,PR,00930,M,N,67500,0.0,0,0
Changpeng,Rivenburgh, 207,180-1106,MONHEGAN,ME,04852,M,N,38000,8.5,0,0
Greger,Redd, 701,112-1862,GRAND FORKS,ND,58201,M,N,36000,2.173031,0,0
Zeger,Sewry, 308,189-1892,WATERLOO,NE,68069,S,Y,23500,6.30722,103,103
Vladan,Bouabdallah, 304,189-1812,GRANTSVILLE,WV,26147,S,Y,99000,6.5,2000,2000
Adam,Wittlich, 515,132-1449,REDDING,IA,50860,M,Y,18500,3.0200863,0,40
Ephrem,Puryear, 603,197-1670,RANDOLPH,NH,03593,S,N,84500,0.0,0,0
Weiwu,Luga, 301,145-1315,OLNEY,MD,20832,S,N,68500,4.75,2400,0
Minsuk,Rall, 787,133-1939,NARANJITO,PR,00719,S,Y,53000,0.0,0,0
Joze,Eyres, 605,189-1656,AGAR,SD,57520,S,N,100000,0.0,0,0
Tetsutaro,Trehel, 302,108-1290,ELLENDALE,DE,19941,M,Y,69000,5.95,0,110
Bich,Pelc, 337,146-1194,HAMMOND,LA,70402,M,Y,1000,2.0,0,1000
Ursula,Kern, 505,123-1053,COCHITI PUEBLO,NM,87072,M,N,64500,5.3,0,0
Bret,Moudgal, 215,100-1892,YORK,PA,17408,S,Y,46000,3.07,0,0
Merrell,Guerrieri, 978,116-1993,WESTBOROUGH,MA,01580,S,N,74000,5.3,3575,0
Giulio,Kohlhase, 701,137-1757,UNDERWOOD,ND,58576,M,N,93500,2.8395853,0,0
Diane,Wielonsky, 401,187-1473,WYOMING,RI,02898,M,Y,86500,0.0,0,0
Johanne,Schill, 352,101-2079,JACKSONVILLE,FL,32230,S,N,91500,0.0,0,0
Severin,Yang, 208,181-1053,GARDEN CITY,ID,83714,M,Y,24500,7.8,0,3300
Chihping,Katz, 907,160-1727,BEAVER,AK,99724,S,N,41500,0.0,0,0
Amelia,Blinzer, 571,130-1222,GLEN WILTON,VA,24438,M,Y,26000,5.75,0,900
Gail,Peelman, 501,100-1793,VIOLET HILL,AR,72584,S,N,3500,1.0241425,20,0
Eiki,Drexl, 802,115-1050,WEST HALIFAX,VT,05358,M,Y,24500,3.6,0,3300
Pengyuan,Calingaert, 406,103-1732,RAYMOND,MT,59256,S,Y,5000,2.3732758,1900,1900
Simson,Lumsden, 505,109-2067,HOLMAN,NM,87723,M,N,23000,5.3,0,0
Zane,Nitadori, 443,167-1403,ECKHART MINES,MD,21528,S,N,12000,4.75,2400,0
Atsuyuki,O'Cinneide, 717,138-1195,URSINA,PA,15485,S,Y,40500,3.07,0,0
Mandyam,Parikh, 754,197-2077,GOODLAND,FL,34140,S,N,99000,0.0,0,0
Xiaocong,Leunen, 304,163-1359,DAVIS,WV,26260,M,N,89000,6.5,0,0
Myong,Daykin, 402,154-1274,OMAHA,NE,68178,M,N,81500,6.84,0,0
Vaughn,Tizhoosh, 406,194-1657,LIMA,MT,59739,S,Y,100000,6.9,1900,1900
Jongpil,Tsiknakis, 920,140-2077,OOSTBURG,WI,53070,M,N,33500,5.028471,0,0
Samul,Calkin, 480,128-1303,TONALEA,AZ,86044,S,Y,13500,2.92425,2100,2300
Aya,Altshuler, 307,159-1553,ROCK RIVER,WY,82083,S,N,77000,0.0,0,0
Marija,Forchert, 505,146-1283,PONDEROSA,NM,87044,M,N,42500,5.3,0,0
Mukesh,Chartres, 979,162-1777,VAN ALSTYNE,TX,75495,S,N,36500,0.0,0,0
Laila,Ulema, 202,134-1109,WASHINGTON,DC,20340,M,N,94000,9.0,0,0
Eszter,Srimani, 787,161-1358,CAYEY,PR,00737,S,Y,8500,0.0,0,0
Veronika,Schmedding, 240,177-1936,REISTERSTOWN,MD,21136,S,Y,44500,4.75,2400,2400
Wuudiann,Titkova, 937,158-1453,GOMER,OH,45809,M,Y,96500,3.749331,0,1300
Yildiray,Kahale, 430,197-1720,LEAKEY,TX,78873,S,N,61500,0.0,0,0
Nhora,Woof, 225,184-1014,BATON ROUGE,LA,70820,M,N,78000,6.0,0,0
Kunsoo,Proskurowski, 787,195-1651,CASTANER,PR,00631,S,N,45500,0.0,0,0
Zhexue,Hepplewhite, 406,148-1738,HELENA,MT,59601,M,N,77000,6.9,0,0
Dennis,Worz, 913,183-1456,ROBINSON,KS,66532,S,N,77000,6.45,2250,0
Jarallah,Rubinfield, 870,128-1939,YORKTOWN,AR,71678,S,Y,45000,7.0,20,20
Barrett,Pigeon, 240,134-1295,EDEN,MD,21822,S,N,22500,4.75,2400,0
Sungchae,Mittal, 262,196-2087,LARSEN,WI,54947,M,Y,68000,5.6279135,0,400
Naotaka,Kinney, 401,158-1488,SMITHFIELD,RI,02917,M,N,75000,0.0,0,0
Yamine,Wyrostek, 870,180-1450,BENTON,AR,72158,M,N,83000,7.0,0,0
Nieves,Aloia, 803,177-1582,ANDERSON,SC,29624,S,Y,47500,7.0,3300,3300
Luke,Bosscher, 607,142-1789,NEW YORK,NY,10130,S,N,14500,4.0376525,0,0
Zeljko,Lorcy, 651,189-1420,YOUNG AMERICA,MN,55557,S,N,75000,7.85,3300,0
Chagit,Jousselin, 228,141-1411,INDIANOLA,MS,38751,S,Y,48500,5.0,6000,1500
Xinan,Carrick, 754,145-1459,EAGLE LAKE,FL,33839,M,N,99500,0.0,0,0
Zhiming,Olivo, 716,130-1167,RENSSELAERVILLE,NY,12147,S,N,53000,4.2606707,0,0
Rakefet,Litzler, 307,172-1848,WILSON,WY,83014,M,N,21000,0.0,0,0
Hironoby,Cavendish, 401,151-1646,FOSTER,RI,02825,M,N,87500,0.0,0,0
Dominic,Koide, 304,159-1045,SINKS GROVE,WV,24976,M,N,500,3.0,0,0
Adib,Steininger, 860,118-1769,EAST BERLIN,CT,06023,S,N,27000,5.0,12750,0
Egidio,Wetherbe, 808,183-1439,ANAHOLA,HI,96703,S,N,80500,8.25,1040,0
Vagelio,Puppe, 616,121-1941,DETROIT,MI,48216,M,Y,31500,3.9,0,3100
Lissa,Philippatos, 401,191-1347,CRANSTON,RI,02921,S,Y,69000,0.0,0,0
Georgios,Veillon, 785,160-2025,LIBERTY,KS,67351,S,N,65000,6.45,2250,0
Lasse,Halgason, 202,122-1715,PARCEL RETURN SERVICE,DC,56944,S,N,37500,9.0,1370,0
Ismo,Gracer, 405,198-1882,SPENCERVILLE,OK,74760,M,Y,57500,6.25,0,1000
Robert,Bakhtiari, 253,120-1694,GREENBANK,WA,98253,M,N,36000,0.0,0,0
Garrison,Artiges, 201,112-1751,MAHWAH,NJ,07495,S,Y,7000,1.4,1000,1500
Won,Roullet, 307,131-1225,LAGRANGE,WY,82221,M,Y,9000,0.0,0,0
Takehiro,Farsi, 623,109-1284,PHOENIX,AZ,85012,M,Y,72000,3.8309999,0,2300
Alexandros,Reghbati, 551,164-1960,RUNNEMEDE,NJ,08078,S,N,9500,1.4,1000,0
Bangqing,Plump, 662,129-1161,ACKERMAN,MS,39735,S,N,78500,5.0,6000,0
Rosine,Blumenrohr, 580,115-2099,DURANT,OK,74701,M,N,79000,6.25,0,0
Jai,Pfitzmann, 203,194-1922,SOUTH WINDSOR,CT,06074,S,N,21500,5.0,12750,0
Clinton,Waldherr, 360,110-1735,PUYALLUP,WA,98372,M,Y,72000,0.0,0,0
Shoichiro,Lukose, 520,129-1367,SCOTTSDALE,AZ,85254,S,Y,77000,3.9084997,2100,2300
Zhidong,Kloeden, 509,148-1415,VANCOUVER,WA,98661,M,N,26500,0.0,0,0
Evangeline,Nonnengart, 302,130-1279,KIRKWOOD,DE,19708,M,N,96000,5.95,0,0
Xuerong,Beckhoff, 781,187-1239,NORWELL,MA,02061,M,N,84500,5.3,0,0
Achilleas,Jarzabek, 815,159-1125,GREENFIELD,IL,62044,S,Y,37500,3.0,2000,2000
Agha,Gerla, 410,145-1599,FUNKSTOWN,MD,21734,S,Y,56500,4.75,2400,2400
Clark,Duquenne, 304,108-1408,FOREST HILL,WV,24935,S,N,28000,4.26,2000,0
Bertil,Schapire, 870,133-1583,EUREKA SPRINGS,AR,72631,S,N,25500,6.282897,20,0
Angotti,Scanlan, 630,162-1907,MADISON,IL,62060,M,N,70500,3.0,0,0
Giridharan,Dhodhi, 860,161-1600,NEW HAVEN,CT,06503,M,Y,94500,5.0,0,0
Jinjuan,Swartout, 480,147-1303,GLOBE,AZ,85501,M,Y,38000,3.304,0,2300
Linden,Bhatt, 920,175-1272,MADISON,WI,53703,S,Y,38500,5.1153464,700,400
Raouf,Canny, 973,192-1751,NEWARK,NJ,07193,M,Y,13000,1.4,0,1500
Sandiway,Vickson, 781,116-1524,SOUTH ORLEANS,MA,02662,M,Y,36500,5.3,0,1000
Yaorong,Lecce, 808,154-1154,HONOLULU,HI,96836,M,Y,96000,8.25,0,1040
Pauray,Frisby, 209,130-1652,KIRKWOOD,CA,95646,S,N,70500,9.3,87,0
Junichi,Staub, 831,198-1909,FRESNO,CA,93744,S,Y,23000,4.9380026,87,272
Fredrik,Strcalov, 253,158-1457,VANCOUVER,WA,98664,S,Y,55500,0.0,0,0
Zane,Hofri, 302,190-1186,WILMINGTON,DE,19804,M,N,11500,2.6431818,0,0
Amandio,Halgason, 847,116-1506,GREEN VALLEY,IL,61534,S,N,90500,3.0,2000,0
Bonita,Glas, 207,108-2069,AUBURN,ME,04211,S,N,33500,8.5,2850,0
Hanja,Peitgen, 307,122-2025,JELM,WY,82063,S,Y,36500,0.0,0,0
Warren,Uemura, 307,104-1003,PINEDALE,WY,82941,M,N,66500,0.0,0,0
Madhusudhana,Doucet, 505,155-1383,CAUSEY,NM,88113,S,N,76000,5.3,3300,0
Takahira,Norsworthy, 912,148-2078,ATLANTA,GA,31119,S,N,10000,6.0,2700,0
Hiroyoshi,Bux, 414,181-1884,NEW FRANKEN,WI,54229,S,Y,16000,4.724406,700,400
Surata,Snoeyink, 857,128-1938,CHARTLEY,MA,02712,M,Y,15000,5.3,0,1000
Kisaburo,Karatsu, 785,163-1601,KENDALL,KS,67857,S,Y,2500,3.5,2250,2250
Jeff,Sinicrope, 253,119-1294,CAMP MURRAY,WA,98430,M,Y,86500,0.0,0,0
Alyn,Tolba, 208,102-1165,IONA,ID,83427,S,N,13000,4.9613023,3300,0
Darin,Rotem, 301,188-1897,GLEN BURNIE,MD,21061,M,Y,87500,4.75,0,2400
Matthias,Brender, 207,171-1096,SAINT ALBANS,ME,04971,S,N,4000,2.0,2850,0
Dixie,Ritondale, 978,174-1551,ACTON,MA,01720,S,Y,91500,5.3,3575,1000
Bich,Holcombe, 425,177-1233,BREMERTON,WA,98312,M,N,15000,0.0,0,0
Asok,Butzer, 910,189-1481,HARRELLS,NC,28444,S,N,36000,6.4877625,3300,0
Jesas,Braberman, 304,175-1606,NELLIS,WV,25142,M,Y,56000,6.2200003,0,2000
Declan,Maslov, 435,180-1662,SEVIER,UT,84766,S,Y,97000,7.0,2475,2475
Till,Veccia, 207,194-1421,CHARLESTON,ME,04422,S,Y,60000,8.5,2850,2850
Naima,Mihara, 606,117-1533,WOOLLUM,KY,40999,M,Y,49000,4.5555553,0,20
Hemang,Rochowiak, 931,167-2009,GORDONSVILLE,TN,38563,S,Y,44500,0.0,0,0
Arundhati,Breuker, 309,119-1379,REDDICK,IL,60961,S,Y,45000,3.0,2000,2000
Honghai,Nekvinda, 401,177-1182,PROVIDENCE,RI,02905,M,Y,74500,0.0,0,0
Harald,Perl, 903,155-1868,DALLAS,TX,75237,S,Y,28500,0.0,0,0
